jésuitisé;jésuitisés;jésuitisée;jésuitisées
kaolinisé;kaolinisés;kaolinisée;kaolinisées
kidnappé;kidnappés;kidnappée;kidnappées
kilométré;kilométrés;kilométrée;kilométrées
klaxonné;klaxonnés;klaxonnée;klaxonnées
knouté;knoutés;knoutée;knoutées
labialisé;labialisés;labialisée;labialisées
labouré;labourés;labourée;labourées
lacé;lacés;lacée;lacées
lacéré;lacérés;lacérée;lacérées
lainé;lainés;lainée;lainées
laissé;laissés;laissée;laissées
laitonné;laitonnés;laitonnée;laitonnées
lambiné;lambinés;lambinée;lambinées
lambrissé;lambrissés;lambrissée;lambrissées
lamenté;lamentés;lamentée;lamentées
lamé;lamés;lamée;lamées
laminé;laminés;laminée;laminées
lampé;lampés;lampée;lampées
lancé;lancés;lancée;lancées
lanciné;lancinés;lancinée;lancinées
langé;langés;langée;langées
langueyé;langueyés;langueyée;langueyées
langui;languis;languie;languies
lansquiné;lansquinés;lansquinée;lansquinées
lanterné;lanternés;lanternée;lanternées
lantiponné;lantiponnés;lantiponnée;lantiponnées
lapé;lapés;lapée;lapées
lapidé;lapidés;lapidée;lapidées
lapidifié;lapidifiés;lapidifiée;lapidifiées
lapiné;lapinés;lapinée;lapinées
laqué;laqués;laquée;laquées
lardé;lardés;lardée;lardées
lardonné;lardonnés;lardonnée;lardonnées
largué;largués;larguée;larguées
larmé;larmés;larmée;larmées
larmoyé;larmoyés;larmoyée;larmoyées
larronné;larronnés;larronnée;larronnées
lassé;lassés;lassée;lassées
latinisé;latinisés;latinisée;latinisées
latté;lattés;lattée;lattées
lauré;laurés;laurée;laurées
lavé;lavés;lavée;lavées
layé;layés;layée;layées
laïcisé;laïcisés;laïcisée;laïcisées
lessivé;lessivés;lessivée;lessivées
lesté;lestés;lestée;lestées
leurré;leurrés;leurrée;leurrées
levé;levés;levée;levées
levuré;levurés;levurée;levurées
lexicalisé;lexicalisés;lexicalisée;lexicalisées
liaisonné;liaisonnés;liaisonnée;liaisonnées
liardé;liardés;liardée;liardées
liassé;liassés;liassée;liassées
libellé;libellés;libellée;libellées
libéralisé;libéralisés;libéralisée;libéralisées
libéré;libérés;libérée;libérées
licencié;licenciés;licenciée;licenciées
liché;lichés;lichée;lichées
lichoté;lichotés;lichotée;lichotées
lichotté;lichottés;lichottée;lichottées
licité;licités;licitée;licitées
lié;liés;liée;liées
lifté;liftés;liftée;liftées
ligaturé;ligaturés;ligaturée;ligaturées
ligné;lignés;lignée;lignées
lignifié;lignifiés;lignifiée;lignifiées
ligoté;ligotés;ligotée;ligotées
ligotté;ligottés;ligottée;ligottées
ligué;ligués;liguée;liguées
limaçonné;limaçonnés;limaçonnée;limaçonnées
limé;limés;limée;limées
limité;limités;limitée;limitées
limogé;limogés;limogée;limogées
limoné;limonés;limonée;limonées
linéamenté;linéamentés;linéamentée;linéamentées
liquidé;liquidés;liquidée;liquidées
liquéfié;liquéfiés;liquéfiée;liquéfiées
lu;lus;lue;lues
liseré;liserés;liserée;liserées
lissé;lissés;lissée;lissées
listé;listés;listée;listées
liséré;lisérés;lisérée;lisérées
lité;lités;litée;litées
lithographié;lithographiés;lithographiée;lithographiées
litré;litrés;litrée;litrées
littératuré;littératurés;littératurée;littératurées
livré;livrés;livrée;livrées
lobé;lobés;lobée;lobées
localisé;localisés;localisée;localisées
loché;lochés;lochée;lochées
lofé;lofés;lofée;lofées
logé;logés;logée;logées
longé;longés;longée;longées
loqueté;loquetés;loquetée;loquetées
lorgné;lorgnés;lorgnée;lorgnées
losangé;losangés;losangée;losangées
lotionné;lotionnés;lotionnée;lotionnées
loti;lotis;lotie;loties
louangé;louangés;louangée;louangées
louché;louchés;louchée;louchées
louchi;louchis;louchie;louchies
loué;loués;louée;louées
loupé;loupés;loupée;loupées
louré;lourés;lourée;lourées
louvé;louvés;louvée;louvées
louveté;louvetés;louvetée;louvetées
louvoyé;louvoyés;louvoyée;louvoyées
lové;lovés;lovée;lovées
lubrifié;lubrifiés;lubrifiée;lubrifiées
lugé;lugés;lugée;lugées
luit;luits;luite;luites
lunché;lunchés;lunchée;lunchées
lustré;lustrés;lustrée;lustrées
luté;lutés;lutée;lutées
lutiné;lutinés;lutinée;lutinées
lutté;luttés;luttée;luttées
luxé;luxés;luxée;luxées
lynché;lynchés;lynchée;lynchées
lyophilisé;lyophilisés;lyophilisée;lyophilisées
lysé;lysés;lysée;lysées
lâché;lâchés;lâchée;lâchées
léché;léchés;léchée;léchées
légalisé;légalisés;légalisée;légalisées
légiféré;légiférés;légiférée;légiférées
légitimé;légitimés;légitimée;légitimées
légué;légués;léguée;léguées
lénifié;lénifiés;lénifiée;lénifiées
lésé;lésés;lésée;lésées
lésiné;lésinés;lésinée;lésinées
lévigé;lévigés;lévigée;lévigées
lévité;lévités;lévitée;lévitées
lézardé;lézardés;lézardée;lézardées
macadamisé;macadamisés;macadamisée;macadamisées
machiavélisé;machiavélisés;machiavélisée;machiavélisées
machicoté;machicotés;machicotée;machicotées
machiné;machinés;machinée;machinées
maclé;maclés;maclée;maclées
macqué;macqués;macquée;macquées
maculé;maculés;maculée;maculées
macéré;macérés;macérée;macérées
madrigalisé;madrigalisés;madrigalisée;madrigalisées
madéfié;madéfiés;madéfiée;madéfiées
madérisé;madérisés;madérisée;madérisées
magané;maganés;maganée;maganées
magné;magnés;magnée;magnées
magnifié;magnifiés;magnifiée;magnifiées
magnétisé;magnétisés;magnétisée;magnétisées
magouillé;magouillés;magouillée;magouillées
maigri;maigris;maigrie;maigries
maillé;maillés;maillée;maillées
mailleté;mailletés;mailletée;mailletées
mailloché;maillochés;maillochée;maillochées
mailloté;maillotés;maillotée;maillotées
maintenu;maintenus;maintenue;maintenues
majoré;majorés;majorée;majorées
malaxé;malaxés;malaxée;malaxées
malléabilisé;malléabilisés;malléabilisée;malléabilisées
malléiné;malléinés;malléinée;malléinées
malmené;malmenés;malmenée;malmenées
malté;maltés;maltée;maltées
maltraité;maltraités;maltraitée;maltraitées
malversé;malversés;malversée;malversées
maléficié;maléficiés;maléficiée;maléficiées
mamelonné;mamelonnés;mamelonnée;mamelonnées
managé;managés;managée;managées
manchonné;manchonnés;manchonnée;manchonnées
mandaté;mandatés;mandatée;mandatées
mandé;mandés;mandée;mandées
mandriné;mandrinés;mandrinée;mandrinées
mangeoté;mangeotés;mangeotée;mangeotées
mangeotté;mangeottés;mangeottée;mangeottées
mangé;mangés;mangée;mangées
manié;maniés;maniée;maniées
manifesté;manifestés;manifestée;manifestées
manigancé;manigancés;manigancée;manigancées
manillé;manillés;manillée;manillées
manipulé;manipulés;manipulée;manipulées
maniéré;maniérés;maniérée;maniérées
maniérisé;maniérisés;maniérisée;maniérisées
mannequiné;mannequinés;mannequinée;mannequinées
manoeuvré;manoeuvrés;manoeuvrée;manoeuvrées
manoqué;manoqués;manoquée;manoquées
manqué;manqués;manquée;manquées
manucuré;manucurés;manucurée;manucurées
manufacturé;manufacturés;manufacturée;manufacturées
manutentionné;manutentionnés;manutentionnée;manutentionnées
manégé;manégés;manégée;manégées
maqué;maqués;maquée;maquées
maquereauté;maquereautés;maquereautée;maquereautées
maquerellé;maquerellés;maquerellée;maquerellées
maquignonné;maquignonnés;maquignonnée;maquignonnées
maquillé;maquillés;maquillée;maquillées
maraudé;maraudés;maraudée;maraudées
marbré;marbrés;marbrée;marbrées
marchandé;marchandés;marchandée;marchandées
marché;marchés;marchée;marchées
marcotté;marcottés;marcottée;marcottées
margé;margés;margée;margées
marginalisé;marginalisés;marginalisée;marginalisées
marginé;marginés;marginée;marginées
margoté;margotés;margotée;margotées
marié;mariés;mariée;mariées
mariné;marinés;marinée;marinées
marivaudé;marivaudés;marivaudée;marivaudées
marmité;marmités;marmitée;marmitées
marmitonné;marmitonnés;marmitonnée;marmitonnées
marmonné;marmonnés;marmonnée;marmonnées
marmorisé;marmorisés;marmorisée;marmorisées
marmotté;marmottés;marmottée;marmottées
marné;marnés;marnée;marnées
maronné;maronnés;maronnée;maronnées
maroquiné;maroquinés;maroquinée;maroquinées
marouflé;marouflés;marouflée;marouflées
marqué;marqués;marquée;marquées
marqueté;marquetés;marquetée;marquetées
marré;marrés;marrée;marrées
marronné;marronnés;marronnée;marronnées
marsupialisé;marsupialisés;marsupialisée;marsupialisées
martelé;martelés;martelée;martelées
martyrisé;martyrisés;martyrisée;martyrisées
masculinisé;masculinisés;masculinisée;masculinisées
masqué;masqués;masquée;masquées
massacré;massacrés;massacrée;massacrées
massé;massés;massée;massées
massicoté;massicotés;massicotée;massicotées
massifié;massifiés;massifiée;massifiées
mastiqué;mastiqués;mastiquée;mastiquées
masturbé;masturbés;masturbée;masturbées
matagrabolisé;matagrabolisés;matagrabolisée;matagrabolisées
matché;matchés;matchée;matchées
matelassé;matelassés;matelassée;matelassées
maté;matés;matée;matées
materné;maternés;maternée;maternées
maternisé;maternisés;maternisée;maternisées
mathématisé;mathématisés;mathématisée;mathématisées
mati;matis;matie;maties
matraqué;matraqués;matraquée;matraquées
matricé;matricés;matricée;matricées
matriculé;matriculés;matriculée;matriculées
matérialisé;matérialisés;matérialisée;matérialisées
maudit;maudits;maudite;maudites
maugréé;maugréés;maugréée;maugréées
maximalisé;maximalisés;maximalisée;maximalisées
maximé;maximés;maximée;maximées
maximisé;maximisés;maximisée;maximisées
mazé;mazés;mazée;mazées
mazouté;mazoutés;mazoutée;mazoutées
maçonné;maçonnés;maçonnée;maçonnées
maîtrisé;maîtrisés;maîtrisée;maîtrisées
mellifié;mellifiés;mellifiée;mellifiées
membré;membrés;membrée;membrées
menacé;menacés;menacée;menacées
mendié;mendiés;mendiée;mendiées
mendigoté;mendigotés;mendigotée;mendigotées
mené;menés;menée;menées
mensualisé;mensualisés;mensualisée;mensualisées
mensuré;mensurés;mensurée;mensurées
mentionné;mentionnés;mentionnée;mentionnées
menti;mentis;mentie;menties
menuisé;menuisés;menuisée;menuisées
mercantilisé;mercantilisés;mercantilisée;mercantilisées
mercerisé;mercerisés;mercerisée;mercerisées
merdé;merdés;merdée;merdées
merdouillé;merdouillés;merdouillée;merdouillées
merdoyé;merdoyés;merdoyée;merdoyées
meringué;meringués;meringuée;meringuées
;messis;messise;messises
mesuré;mesurés;mesurée;mesurées
mis;;mise;mises
meublé;meublés;meublée;meublées
meuglé;meuglés;meuglée;meuglées
meulé;meulés;meulée;meulées
meurtri;meurtris;meurtrie;meurtries
miaulé;miaulés;miaulée;miaulées
microfilmé;microfilmés;microfilmée;microfilmées
mignardé;mignardés;mignardée;mignardées
mignoté;mignotés;mignotée;mignotées
migrainé;migrainés;migrainée;migrainées
migré;migrés;migrée;migrées
mijoté;mijotés;mijotée;mijotées
militarisé;militarisés;militarisée;militarisées
milité;milités;militée;militées
millésimé;millésimés;millésimée;millésimées
mimé;mimés;mimée;mimées
minaudé;minaudés;minaudée;minaudées
mincé;mincés;mincée;mincées
minci;mincis;mincie;mincies
miné;minés;minée;minées
miniaturé;miniaturés;miniaturée;miniaturées
miniaturisé;miniaturisés;miniaturisée;miniaturisées
minimisé;minimisés;minimisée;minimisées
minoré;minorés;minorée;minorées
minotaurisé;minotaurisés;minotaurisée;minotaurisées
minuté;minutés;minutée;minutées
minéralisé;minéralisés;minéralisée;minéralisées
miraculé;miraculés;miraculée;miraculées
miraillé;miraillés;miraillée;miraillées
miré;mirés;mirée;mirées
mirlitonné;mirlitonnés;mirlitonnée;mirlitonnées
miroité;miroités;miroitée;miroitées
misé;misés;misée;misées
missionné;missionnés;missionnée;missionnées
mité;mités;mitée;mitées
mithridatisé;mithridatisés;mithridatisée;mithridatisées
mitigé;mitigés;mitigée;mitigées
mitonné;mitonnés;mitonnée;mitonnées
mitraillé;mitraillés;mitraillée;mitraillées
mixé;mixés;mixée;mixées
mixtionné;mixtionnés;mixtionnée;mixtionnées
mixturé;mixturés;mixturée;mixturées
mobilisé;mobilisés;mobilisée;mobilisées
modalisé;modalisés;modalisée;modalisées
modelé;modelés;modelée;modelées
modernisé;modernisés;modernisée;modernisées
modifié;modifiés;modifiée;modifiées
modulé;modulés;modulée;modulées
modélisé;modélisés;modélisée;modélisées
modéré;modérés;modérée;modérées
moflé;moflés;moflée;moflées
moiré;moirés;moirée;moirées
moisé;moisés;moisée;moisées
moisi;moisis;moisie;moisies
moissonné;moissonnés;moissonnée;moissonnées
moiti;moitis;moitie;moities
molardé;molardés;molardée;molardées
molesté;molestés;molestée;molestées
moleté;moletés;moletée;moletées
mollardé;mollardés;mollardée;mollardées
mollifié;mollifiés;mollifiée;mollifiées
molli;mollis;mollie;mollies
momifié;momifiés;momifiée;momifiées
monarchisé;monarchisés;monarchisée;monarchisées
mondanisé;mondanisés;mondanisée;mondanisées
mondé;mondés;mondée;mondées
mondialisé;mondialisés;mondialisée;mondialisées
mondifié;mondifiés;mondifiée;mondifiées
monnayé;monnayés;monnayée;monnayées
monographié;monographiés;monographiée;monographiées
monologué;monologués;monologuée;monologuées
monopolisé;monopolisés;monopolisée;monopolisées
monseigneurisé;monseigneurisés;monseigneurisée;monseigneurisées
monté;montés;montée;montées
montré;montrés;montrée;montrées
monétisé;monétisés;monétisée;monétisées
moqué;moqués;moquée;moquées
moquetté;moquettés;moquettée;moquettées
moralisé;moralisés;moralisée;moralisées
morcelé;morcelés;morcelée;morcelées
mordancé;mordancés;mordancée;mordancées
mordillé;mordillés;mordillée;mordillées
mordillonné;mordillonnés;mordillonnée;mordillonnées
mordoré;mordorés;mordorée;mordorées
mordu;mordus;mordue;mordues
morfalé;morfalés;morfalée;morfalées
morfilé;morfilés;morfilée;morfilées
morflé;morflés;morflée;morflées
morfondu;morfondus;morfondue;morfondues
morgué;morgués;morguée;morguées
morigéné;morigénés;morigénée;morigénées
morphiné;morphinés;morphinée;morphinées
morphinisé;morphinisés;morphinisée;morphinisées
mortaisé;mortaisés;mortaisée;mortaisées
mortifié;mortifiés;mortifiée;mortifiées
morvé;morvés;morvée;morvées
motionné;motionnés;motionnée;motionnées
motivé;motivés;motivée;motivées
motorisé;motorisés;motorisée;motorisées
motté;mottés;mottée;mottées
mouchardé;mouchardés;mouchardée;mouchardées
mouché;mouchés;mouchée;mouchées
moucheronné;moucheronnés;moucheronnée;moucheronnées
moucheté;mouchetés;mouchetée;mouchetées
moulu;moulus;moulue;moulues
mouflé;mouflés;mouflée;mouflées
moufté;mouftés;mouftée;mouftées
mouillé;mouillés;mouillée;mouillées
moulé;moulés;moulée;moulées
mouliné;moulinés;moulinée;moulinées
mouluré;moulurés;moulurée;moulurées
mort;morts;morte;mortes
moussé;moussés;moussée;moussées
moutonné;moutonnés;moutonnée;moutonnées
mouvementé;mouvementés;mouvementée;mouvementées
mouvé;mouvés;mouvée;mouvées
mu;mûs;mûe;mûes
moyenné;moyennés;moyennée;moyennées
mué;mués;muée;muées
mugi;mugis;mugie;mugies
mugueté;muguetés;muguetée;muguetées
multiplié;multipliés;multipliée;multipliées
municipalisé;municipalisés;municipalisée;municipalisées
muni;munis;munie;munies
munitionné;munitionnés;munitionnée;munitionnées
muraillé;muraillés;muraillée;muraillées
muré;murés;murée;murées
murmuré;murmurés;murmurée;murmurées
musardé;musardés;musardée;musardées
musclé;musclés;musclée;musclées
muselé;muselés;muselée;muselées
musé;musés;musée;musées
musicalisé;musicalisés;musicalisée;musicalisées
musiqué;musiqués;musiquée;musiquées
musqué;musqués;musquée;musquées
mussé;mussés;mussée;mussées
muté;mutés;mutée;mutées
mutilé;mutilés;mutilée;mutilées
mutiné;mutinés;mutinée;mutinées
mystifié;mystifiés;mystifiée;mystifiées
mythifié;mythifiés;mythifiée;mythifiées
mythologisé;mythologisés;mythologisée;mythologisées
mâché;mâchés;mâchée;mâchées
mâchonné;mâchonnés;mâchonnée;mâchonnées
mâchouillé;mâchouillés;mâchouillée;mâchouillées
mâchuré;mâchurés;mâchurée;mâchurées
mâclé;mâclés;mâclée;mâclées
mâqué;mâqués;mâquée;mâquées
mâté;mâtés;mâtée;mâtées
mâtiné;mâtinés;mâtinée;mâtinées
mécanisé;mécanisés;mécanisée;mécanisées
méché;méchés;méchée;méchées
mécompris;;mécomprise;mécomprises
mécompté;mécomptés;mécomptée;mécomptées
méconduit;méconduits;méconduite;méconduites
méconnu;méconnus;méconnue;méconnues
mécontenté;mécontentés;mécontentée;mécontentées
mécru;mécrus;mécrue;mécrues
médaillé;médaillés;médaillée;médaillées
médeciné;médecinés;médecinée;médecinées
médiatisé;médiatisés;médiatisée;médiatisées
médicamenté;médicamentés;médicamentée;médicamentées
médiciné;médicinés;médicinée;médicinées
médit;médits;médite;médites
médité;médités;méditée;méditées
médusé;médusés;médusée;médusées
méfait;méfaits;méfaite;méfaites
méfié;méfiés;méfiée;méfiées
mégi;mégis;mégie;mégies
mégissé;mégissés;mégissée;mégissées
mégoté;mégotés;mégotée;mégotées
mégotté;mégottés;mégottée;mégottées
méjugé;méjugés;méjugée;méjugées
mélancolisé;mélancolisés;mélancolisée;mélancolisées
mélangé;mélangés;mélangée;mélangées
mélanisé;mélanisés;mélanisée;mélanisées
mélodramatisé;mélodramatisés;mélodramatisée;mélodramatisées
mémorisé;mémorisés;mémorisée;mémorisées
ménagé;ménagés;ménagée;ménagées
mépris;;méprise;méprises
méprisé;méprisés;méprisée;méprisées
méridionalisé;méridionalisés;méridionalisée;méridionalisées
mérité;mérités;méritée;méritées
mésallié;mésalliés;mésalliée;mésalliées
mésarrivé;mésarrivés;mésarrivée;mésarrivées
mésavenu;mésavenus;mésavenue;mésavenues
mésentendu;mésentendus;mésentendue;mésentendues
mésestimé;mésestimés;mésestimée;mésestimées
mésinterprété;mésinterprétés;mésinterprétée;mésinterprétées
mésoffert;mésofferts;mésofferte;mésoffertes
mésusé;mésusés;mésusée;mésusées
métallisé;métallisés;métallisée;métallisées
métamorphisé;métamorphisés;métamorphisée;métamorphisées
métamorphosé;métamorphosés;métamorphosée;métamorphosées
métaphysiqué;métaphysiqués;métaphysiquée;métaphysiquées
métissé;métissés;métissée;métissées
métré;métrés;métrée;métrées
météorisé;météorisés;météorisée;météorisées
mévendu;mévendus;mévendue;mévendues
mêlé;mêlés;mêlée;mêlées
mûri;mûris;mûrie;mûries
nacré;nacrés;nacrée;nacrées
nageoté;nageotés;nageotée;nageotées
nageotté;nageottés;nageottée;nageottées
nagé;nagés;nagée;nagées
nanisé;nanisés;nanisée;nanisées
nanti;nantis;nantie;nanties
nappé;nappés;nappée;nappées
narcotisé;narcotisés;narcotisée;narcotisées
nargué;nargués;narguée;narguées
narré;narrés;narrée;narrées
nasalisé;nasalisés;nasalisée;nasalisées
nasardé;nasardés;nasardée;nasardées
nasillé;nasillés;nasillée;nasillées
nasillonné;nasillonnés;nasillonnée;nasillonnées
nasonné;nasonnés;nasonnée;nasonnées
nationalisé;nationalisés;nationalisée;nationalisées
natté;nattés;nattée;nattées
naturalisé;naturalisés;naturalisée;naturalisées
naufragé;naufragés;naufragée;naufragées
navigué;navigués;naviguée;naviguées
navré;navrés;navrée;navrées
nazardé;nazardés;nazardée;nazardées
nazifié;nazifiés;nazifiée;nazifiées
né;nés;née;nées
neigeoté;neigeotés;neigeotée;neigeotées
neigé;neigés;neigée;neigées
nervé;nervés;nervée;nervées
nervuré;nervurés;nervurée;nervurées
nettoyé;nettoyés;nettoyée;nettoyées
neutralisé;neutralisés;neutralisée;neutralisées
niaisé;niaisés;niaisée;niaisées
niché;nichés;nichée;nichées
nickelé;nickelés;nickelée;nickelées
nicotinisé;nicotinisés;nicotinisée;nicotinisées
nidifié;nidifiés;nidifiée;nidifiées
niellé;niellés;niellée;niellées
nié;niés;niée;niées
nigaudé;nigaudés;nigaudée;nigaudées
nihilisé;nihilisés;nihilisée;nihilisées
nimbé;nimbés;nimbée;nimbées
nippé;nippés;nippée;nippées
niqué;niqués;niquée;niquées
nitraté;nitratés;nitratée;nitratées
nitré;nitrés;nitrée;nitrées
nitrifié;nitrifiés;nitrifiée;nitrifiées
nitruré;nitrurés;nitrurée;nitrurées
nivelé;nivelés;nivelée;nivelées
nocé;nocés;nocée;nocées
noctambulé;noctambulés;noctambulée;noctambulées
noirci;noircis;noircie;noircies
nolisé;nolisés;nolisée;nolisées
nomadisé;nomadisés;nomadisée;nomadisées
nombré;nombrés;nombrée;nombrées
nominalisé;nominalisés;nominalisée;nominalisées
nommé;nommés;nommée;nommées
nordi;nordis;nordie;nordies
normalisé;normalisés;normalisée;normalisées
normandisé;normandisés;normandisée;normandisées
noté;notés;notée;notées
notifié;notifiés;notifiée;notifiées
noué;noués;nouée;nouées
nourri;nourris;nourrie;nourries
nové;novés;novée;novées
noyauté;noyautés;noyautée;noyautées
noyé;noyés;noyée;noyées
nuagé;nuagés;nuagée;nuagées
nuancé;nuancés;nuancée;nuancées
nucléarisé;nucléarisés;nucléarisée;nucléarisées
nué;nués;nuée;nuées
nullifié;nullifiés;nullifiée;nullifiées
numéroté;numérotés;numérotée;numérotées
néanti;néantis;néantie;néanties
néantisé;néantisés;néantisée;néantisées
nécessité;nécessités;nécessitée;nécessitées
nécrosé;nécrosés;nécrosée;nécrosées
négativé;négativés;négativée;négativées
négligé;négligés;négligée;négligées
négocié;négociés;négociée;négociées
néologisé;néologisés;néologisée;néologisées
néphrectomisé;néphrectomisés;néphrectomisée;néphrectomisées
objecté;objectés;objectée;objectées
objectivé;objectivés;objectivée;objectivées
objurgué;objurgués;objurguée;objurguées
obligé;obligés;obligée;obligées
obliqué;obliqués;obliquée;obliquées
oblitéré;oblitérés;oblitérée;oblitérées
obnubilé;obnubilés;obnubilée;obnubilées
obombré;obombrés;obombrée;obombrées
obrué;obrués;obruée;obruées
obscurci;obscurcis;obscurcie;obscurcies
observé;observés;observée;observées
obstiné;obstinés;obstinée;obstinées
obstrué;obstrués;obstruée;obstruées
obsédé;obsédés;obsédée;obsédées
obtempéré;obtempérés;obtempérée;obtempérées
obtenu;obtenus;obtenue;obtenues
obturé;obturés;obturée;obturées
obvenu;obvenus;obvenue;obvenues
obvié;obviés;obviée;obviées
obéi;obéis;obéie;obéies
obéré;obérés;obérée;obérées
occasionné;occasionnés;occasionnée;occasionnées
occidentalisé;occidentalisés;occidentalisée;occidentalisées
occis;;occise;occises
occlu;occlus;occluse;occluses
occulté;occultés;occultée;occultées
occupé;occupés;occupée;occupées
ocellé;ocellés;ocellée;ocellées
ocré;ocrés;ocrée;ocrées
octavié;octaviés;octaviée;octaviées
octroyé;octroyés;octroyée;octroyées
octuplé;octuplés;octuplée;octuplées
odoré;odorés;odorée;odorées
oeilladé;oeilladés;oeilladée;oeilladées
oeilletonné;oeilletonnés;oeilletonnée;oeilletonnées
oeuvré;oeuvrés;oeuvrée;oeuvrées
offensé;offensés;offensée;offensées
officialisé;officialisés;officialisée;officialisées
officié;officiés;officiée;officiées
offert;offerts;offerte;offertes
offusqué;offusqués;offusquée;offusquées
oint;oints;ointe;ointes
oiselé;oiselés;oiselée;oiselées
olivé;olivés;olivée;olivées
ombragé;ombragés;ombragée;ombragées
ombré;ombrés;ombrée;ombrées
omis;;omise;omises
ondé;ondés;ondée;ondées
ondoyé;ondoyés;ondoyée;ondoyées
ondulé;ondulés;ondulée;ondulées
opacifié;opacifiés;opacifiée;opacifiées
opalisé;opalisés;opalisée;opalisées
opiacé;opiacés;opiacée;opiacées
opilé;opilés;opilée;opilées
opiné;opinés;opinée;opinées
opiniâtré;opiniâtrés;opiniâtrée;opiniâtrées
opposé;opposés;opposée;opposées
oppressé;oppressés;oppressée;oppressées
opprimé;opprimés;opprimée;opprimées
opté;optés;optée;optées
optimisé;optimisés;optimisée;optimisées
opéré;opérés;opérée;opérées
orangé;orangés;orangée;orangées
orbité;orbités;orbitée;orbitées
orchestré;orchestrés;orchestrée;orchestrées
ordonnancé;ordonnancés;ordonnancée;ordonnancées
ordonné;ordonnés;ordonnée;ordonnées
oré;orés;orée;orées
orfévré;orfévrés;orfévrée;orfévrées
organisé;organisés;organisée;organisées
organsiné;organsinés;organsinée;organsinées
orientalisé;orientalisés;orientalisée;orientalisées
orienté;orientés;orientée;orientées
oringué;oringués;oringuée;oringuées
ornementé;ornementés;ornementée;ornementées
orné;ornés;ornée;ornées
orthographié;orthographiés;orthographiée;orthographiées
oscillé;oscillés;oscillée;oscillées
osé;osés;osée;osées
ossifié;ossifiés;ossifiée;ossifiées
ostracisé;ostracisés;ostracisée;ostracisées
ouaté;ouatés;ouatée;ouatées
ouatiné;ouatinés;ouatinée;ouatinées
oublié;oubliés;oubliée;oubliées
ouillé;ouillés;ouillée;ouillées
ourdi;ourdis;ourdie;ourdies
ourlé;ourlés;ourlée;ourlées
outillé;outillés;outillée;outillées
outragé;outragés;outragée;outragées
outrecuidé;outrecuidés;outrecuidée;outrecuidées
outrepassé;outrepassés;outrepassée;outrepassées
outré;outrés;outrée;outrées
ouvragé;ouvragés;ouvragée;ouvragées
ouvré;ouvrés;ouvrée;ouvrées
ouvert;ouverts;ouverte;ouvertes
ouï;ouïs;ouïe;ouïes
ovalisé;ovalisés;ovalisée;ovalisées
ovationné;ovationnés;ovationnée;ovationnées
oxydé;oxydés;oxydée;oxydées
oxygéné;oxygénés;oxygénée;oxygénées
ozonisé;ozonisés;ozonisée;ozonisées
pacagé;pacagés;pacagée;pacagées
pacifié;pacifiés;pacifiée;pacifiées
pacqué;pacqués;pacquée;pacquées
pactisé;pactisés;pactisée;pactisées
paddocké;paddockés;paddockée;paddockées
paganisé;paganisés;paganisée;paganisées
pagayé;pagayés;pagayée;pagayées
pageoté;pageotés;pageotée;pageotées
paginé;paginés;paginée;paginées
pagnoté;pagnotés;pagnotée;pagnotées
paillardé;paillardés;paillardée;paillardées
paillassonné;paillassonnés;paillassonnée;paillassonnées
paillé;paillés;paillée;paillées
pailleté;pailletés;pailletée;pailletées
pajoté;pajotés;pajotée;pajotées
palabré;palabrés;palabrée;palabrées
palanqué;palanqués;palanquée;palanquées
palatalisé;palatalisés;palatalisée;palatalisées
paletté;palettés;palettée;palettées
palifié;palifiés;palifiée;palifiées
palinodié;palinodiés;palinodiée;palinodiées
palissadé;palissadés;palissadée;palissadées
palissé;palissés;palissée;palissées
palissonné;palissonnés;palissonnée;palissonnées
pallié;palliés;palliée;palliées
palmé;palmés;palmée;palmées
palpé;palpés;palpée;palpées
palpité;palpités;palpitée;palpitées
panaché;panachés;panachée;panachées
panadé;panadés;panadée;panadées
pané;panés;panée;panées
panifié;panifiés;panifiée;panifiées
paniqué;paniqués;paniquée;paniquées
panneauté;panneautés;panneautée;panneautées
panoramiqué;panoramiqués;panoramiquée;panoramiquées
pansé;pansés;pansée;pansées
pantagruélisé;pantagruélisés;pantagruélisée;pantagruélisées
pantalonné;pantalonnés;pantalonnée;pantalonnées
pantelé;pantelés;pantelée;pantelées
pantouflé;pantouflés;pantouflée;pantouflées
paonné;paonnés;paonnée;paonnées
papelardé;papelardés;papelardée;papelardées
paperassé;paperassés;paperassée;paperassées
papillonné;papillonnés;papillonnée;papillonnées
papilloté;papillotés;papillotée;papillotées
papoté;papotés;papotée;papotées
paqueté;paquetés;paquetée;paquetées
parachevé;parachevés;parachevée;parachevées
parachuté;parachutés;parachutée;parachutées
paradé;paradés;paradée;paradées
paradoxé;paradoxés;paradoxée;paradoxées
parafé;parafés;parafée;parafées
paraffiné;paraffinés;paraffinée;paraffinées
parallélisé;parallélisés;parallélisée;parallélisées
paralysé;paralysés;paralysée;paralysées
parangonné;parangonnés;parangonnée;parangonnées
paraphé;paraphés;paraphée;paraphées
paraphrasé;paraphrasés;paraphrasée;paraphrasées
parasité;parasités;parasitée;parasitées
paru;parus;parue;parues
parcellé;parcellés;parcellée;parcellées
parcellisé;parcellisés;parcellisée;parcellisées
parcheminé;parcheminés;parcheminée;parcheminées
parcouru;parcourus;parcourue;parcourues
